season,race,driver,lap,lap_time_s,tire,tire_age,stint,position
2018,Australian Grand Prix,GAS,2.0,93.372,ULTRASOFT,1.0,1.0,17.0
2018,Australian Grand Prix,GAS,3.0,92.861,ULTRASOFT,2.0,1.0,17.0
2018,Australian Grand Prix,GAS,4.0,92.184,ULTRASOFT,3.0,1.0,17.0
2018,Australian Grand Prix,GAS,5.0,92.332,ULTRASOFT,4.0,1.0,17.0
2018,Australian Grand Prix,GAS,6.0,98.18,ULTRASOFT,5.0,1.0,16.0
2018,Australian Grand Prix,GAS,7.0,91.537,ULTRASOFT,6.0,1.0,16.0
2018,Australian Grand Prix,GAS,8.0,91.319,ULTRASOFT,7.0,1.0,16.0
2018,Australian Grand Prix,GAS,9.0,91.141,ULTRASOFT,8.0,1.0,16.0
2018,Australian Grand Prix,GAS,10.0,91.136,ULTRASOFT,9.0,1.0,16.0
2018,Australian Grand Prix,GAS,11.0,90.937,ULTRASOFT,10.0,1.0,16.0
2018,Australian Grand Prix,GAS,12.0,90.743,ULTRASOFT,11.0,1.0,16.0
2018,Australian Grand Prix,GAS,13.0,90.649,ULTRASOFT,12.0,1.0,16.0
2018,Australian Grand Prix,PER,2.0,92.896,ULTRASOFT,1.0,1.0,12.0
2018,Australian Grand Prix,PER,3.0,92.004,ULTRASOFT,2.0,1.0,12.0
2018,Australian Grand Prix,PER,4.0,91.372,ULTRASOFT,3.0,1.0,12.0
2018,Australian Grand Prix,PER,5.0,91.16,ULTRASOFT,4.0,1.0,12.0
2018,Australian Grand Prix,PER,6.0,91.558,ULTRASOFT,5.0,1.0,12.0
2018,Australian Grand Prix,PER,7.0,91.838,ULTRASOFT,6.0,1.0,12.0
2018,Australian Grand Prix,PER,8.0,90.922,ULTRASOFT,7.0,1.0,12.0
2018,Australian Grand Prix,PER,9.0,90.859,ULTRASOFT,8.0,1.0,12.0
2018,Australian Grand Prix,PER,10.0,90.922,ULTRASOFT,9.0,1.0,12.0
2018,Australian Grand Prix,PER,11.0,90.419,ULTRASOFT,10.0,1.0,12.0
2018,Australian Grand Prix,PER,12.0,90.876,ULTRASOFT,11.0,1.0,12.0
2018,Australian Grand Prix,PER,13.0,90.56,ULTRASOFT,12.0,1.0,12.0
2018,Australian Grand Prix,PER,14.0,90.553,ULTRASOFT,13.0,1.0,12.0
2018,Australian Grand Prix,PER,15.0,90.511,ULTRASOFT,14.0,1.0,12.0
2018,Australian Grand Prix,PER,16.0,90.412,ULTRASOFT,15.0,1.0,12.0
2018,Australian Grand Prix,PER,17.0,90.38,ULTRASOFT,16.0,1.0,12.0
2018,Australian Grand Prix,PER,18.0,90.28,ULTRASOFT,17.0,1.0,12.0
2018,Australian Grand Prix,PER,19.0,90.653,ULTRASOFT,18.0,1.0,12.0
2018,Australian Grand Prix,PER,20.0,90.344,ULTRASOFT,19.0,1.0,12.0
2018,Australian Grand Prix,PER,21.0,90.665,ULTRASOFT,20.0,1.0,11.0
2018,Australian Grand Prix,PER,22.0,91.254,ULTRASOFT,21.0,1.0,10.0
2018,Australian Grand Prix,PER,23.0,90.241,ULTRASOFT,22.0,1.0,9.0
2018,Australian Grand Prix,PER,29.0,99.003,SOFT,5.0,2.0,11.0
2018,Australian Grand Prix,PER,32.0,92.302,SOFT,8.0,2.0,11.0
2018,Australian Grand Prix,PER,33.0,90.192,SOFT,9.0,2.0,11.0
2018,Australian Grand Prix,PER,34.0,90.401,SOFT,10.0,2.0,11.0
2018,Australian Grand Prix,PER,35.0,89.421,SOFT,11.0,2.0,11.0
2018,Australian Grand Prix,PER,36.0,88.718,SOFT,12.0,2.0,11.0
2018,Australian Grand Prix,PER,37.0,89.125,SOFT,13.0,2.0,11.0
2018,Australian Grand Prix,PER,38.0,88.509,SOFT,14.0,2.0,11.0
2018,Australian Grand Prix,PER,39.0,88.353,SOFT,15.0,2.0,11.0
2018,Australian Grand Prix,PER,40.0,88.798,SOFT,16.0,2.0,11.0
2018,Australian Grand Prix,PER,41.0,88.286,SOFT,17.0,2.0,11.0
2018,Australian Grand Prix,PER,42.0,87.998,SOFT,18.0,2.0,11.0
2018,Australian Grand Prix,PER,43.0,88.169,SOFT,19.0,2.0,11.0
2018,Australian Grand Prix,PER,44.0,88.283,SOFT,20.0,2.0,11.0
2018,Australian Grand Prix,PER,45.0,88.439,SOFT,21.0,2.0,11.0
2018,Australian Grand Prix,PER,46.0,88.354,SOFT,22.0,2.0,11.0
2018,Australian Grand Prix,PER,47.0,88.282,SOFT,23.0,2.0,11.0
2018,Australian Grand Prix,PER,48.0,88.026,SOFT,24.0,2.0,11.0
2018,Australian Grand Prix,PER,49.0,88.006,SOFT,25.0,2.0,11.0
2018,Australian Grand Prix,PER,50.0,88.079,SOFT,26.0,2.0,11.0
2018,Australian Grand Prix,PER,51.0,87.633,SOFT,27.0,2.0,11.0
2018,Australian Grand Prix,PER,52.0,88.477,SOFT,28.0,2.0,11.0
2018,Australian Grand Prix,PER,53.0,88.381,SOFT,29.0,2.0,11.0
2018,Australian Grand Prix,PER,54.0,88.093,SOFT,30.0,2.0,11.0
2018,Australian Grand Prix,PER,55.0,88.284,SOFT,31.0,2.0,11.0
2018,Australian Grand Prix,PER,56.0,88.338,SOFT,32.0,2.0,11.0
2018,Australian Grand Prix,PER,57.0,87.85,SOFT,33.0,2.0,11.0
2018,Australian Grand Prix,PER,58.0,89.22,SOFT,34.0,2.0,11.0
2018,Australian Grand Prix,ALO,2.0,91.565,ULTRASOFT,1.0,1.0,10.0
2018,Australian Grand Prix,ALO,3.0,91.304,ULTRASOFT,2.0,1.0,10.0
2018,Australian Grand Prix,ALO,4.0,90.551,ULTRASOFT,3.0,1.0,10.0
2018,Australian Grand Prix,ALO,5.0,91.91,ULTRASOFT,4.0,1.0,10.0
2018,Australian Grand Prix,ALO,6.0,91.731,ULTRASOFT,5.0,1.0,10.0
2018,Australian Grand Prix,ALO,7.0,91.167,ULTRASOFT,6.0,1.0,10.0
2018,Australian Grand Prix,ALO,8.0,90.926,ULTRASOFT,7.0,1.0,10.0
2018,Australian Grand Prix,ALO,9.0,90.407,ULTRASOFT,8.0,1.0,10.0
2018,Australian Grand Prix,ALO,10.0,90.985,ULTRASOFT,9.0,1.0,10.0
2018,Australian Grand Prix,ALO,11.0,90.872,ULTRASOFT,10.0,1.0,10.0
2018,Australian Grand Prix,ALO,12.0,90.492,ULTRASOFT,11.0,1.0,10.0
2018,Australian Grand Prix,ALO,13.0,90.171,ULTRASOFT,12.0,1.0,10.0
2018,Australian Grand Prix,ALO,14.0,90.069,ULTRASOFT,13.0,1.0,10.0
2018,Australian Grand Prix,ALO,15.0,90.501,ULTRASOFT,14.0,1.0,10.0
2018,Australian Grand Prix,ALO,16.0,89.985,ULTRASOFT,15.0,1.0,10.0
2018,Australian Grand Prix,ALO,17.0,90.266,ULTRASOFT,16.0,1.0,10.0
2018,Australian Grand Prix,ALO,18.0,90.182,ULTRASOFT,17.0,1.0,10.0
2018,Australian Grand Prix,ALO,19.0,89.597,ULTRASOFT,18.0,1.0,10.0
2018,Australian Grand Prix,ALO,20.0,89.617,ULTRASOFT,19.0,1.0,10.0
2018,Australian Grand Prix,ALO,21.0,89.865,ULTRASOFT,20.0,1.0,9.0
2018,Australian Grand Prix,ALO,22.0,89.626,ULTRASOFT,21.0,1.0,7.0
2018,Australian Grand Prix,ALO,23.0,88.803,ULTRASOFT,22.0,1.0,7.0
2018,Australian Grand Prix,ALO,24.0,89.177,ULTRASOFT,23.0,1.0,5.0
2018,Australian Grand Prix,ALO,25.0,89.137,ULTRASOFT,24.0,1.0,5.0
2018,Australian Grand Prix,ALO,32.0,90.188,SOFT,6.0,2.0,5.0
2018,Australian Grand Prix,ALO,33.0,89.043,SOFT,7.0,2.0,5.0
2018,Australian Grand Prix,ALO,34.0,89.205,SOFT,8.0,2.0,5.0
2018,Australian Grand Prix,ALO,35.0,88.627,SOFT,9.0,2.0,5.0
2018,Australian Grand Prix,ALO,36.0,88.38,SOFT,10.0,2.0,5.0
2018,Australian Grand Prix,ALO,37.0,88.451,SOFT,11.0,2.0,5.0
2018,Australian Grand Prix,ALO,38.0,88.404,SOFT,12.0,2.0,5.0
2018,Australian Grand Prix,ALO,39.0,88.162,SOFT,13.0,2.0,5.0
2018,Australian Grand Prix,ALO,40.0,88.279,SOFT,14.0,2.0,5.0
2018,Australian Grand Prix,ALO,41.0,88.08,SOFT,15.0,2.0,5.0
2018,Australian Grand Prix,ALO,42.0,87.936,SOFT,16.0,2.0,5.0
2018,Australian Grand Prix,ALO,43.0,88.02,SOFT,17.0,2.0,5.0
2018,Australian Grand Prix,ALO,44.0,88.096,SOFT,18.0,2.0,5.0
2018,Australian Grand Prix,ALO,45.0,88.174,SOFT,19.0,2.0,5.0
2018,Australian Grand Prix,ALO,46.0,88.206,SOFT,20.0,2.0,5.0
2018,Australian Grand Prix,ALO,47.0,87.994,SOFT,21.0,2.0,5.0
2018,Australian Grand Prix,ALO,48.0,88.425,SOFT,22.0,2.0,5.0
2018,Australian Grand Prix,ALO,49.0,87.92,SOFT,23.0,2.0,5.0
2018,Australian Grand Prix,ALO,50.0,87.677,SOFT,24.0,2.0,5.0
2018,Australian Grand Prix,ALO,51.0,87.351,SOFT,25.0,2.0,5.0
2018,Australian Grand Prix,ALO,52.0,87.546,SOFT,26.0,2.0,5.0
2018,Australian Grand Prix,ALO,53.0,87.425,SOFT,27.0,2.0,5.0
2018,Australian Grand Prix,ALO,54.0,87.12,SOFT,28.0,2.0,5.0
2018,Australian Grand Prix,ALO,55.0,87.154,SOFT,29.0,2.0,5.0
2018,Australian Grand Prix,ALO,56.0,87.282,SOFT,30.0,2.0,5.0
2018,Australian Grand Prix,ALO,57.0,86.978,SOFT,31.0,2.0,5.0
2018,Australian Grand Prix,ALO,58.0,87.343,SOFT,32.0,2.0,5.0
2018,Australian Grand Prix,LEC,2.0,93.775,SUPERSOFT,1.0,1.0,18.0
2018,Australian Grand Prix,LEC,3.0,92.405,SUPERSOFT,2.0,1.0,18.0
2018,Australian Grand Prix,LEC,4.0,93.128,SUPERSOFT,3.0,1.0,18.0
2018,Australian Grand Prix,LEC,5.0,92.087,SUPERSOFT,4.0,1.0,18.0
2018,Australian Grand Prix,LEC,6.0,97.515,SUPERSOFT,5.0,1.0,17.0
2018,Australian Grand Prix,LEC,7.0,92.043,SUPERSOFT,6.0,1.0,17.0
2018,Australian Grand Prix,LEC,8.0,91.859,SUPERSOFT,7.0,1.0,17.0
2018,Australian Grand Prix,LEC,9.0,91.287,SUPERSOFT,8.0,1.0,17.0
2018,Australian Grand Prix,LEC,10.0,90.977,SUPERSOFT,9.0,1.0,17.0
2018,Australian Grand Prix,LEC,11.0,91.145,SUPERSOFT,10.0,1.0,17.0
2018,Australian Grand Prix,LEC,12.0,90.892,SUPERSOFT,11.0,1.0,17.0
2018,Australian Grand Prix,LEC,13.0,90.265,SUPERSOFT,12.0,1.0,17.0
2018,Australian Grand Prix,LEC,14.0,90.949,SUPERSOFT,13.0,1.0,16.0
2018,Australian Grand Prix,LEC,15.0,90.577,SUPERSOFT,14.0,1.0,16.0
2018,Australian Grand Prix,LEC,16.0,90.314,SUPERSOFT,15.0,1.0,16.0
2018,Australian Grand Prix,LEC,17.0,90.529,SUPERSOFT,16.0,1.0,16.0
2018,Australian Grand Prix,LEC,18.0,90.107,SUPERSOFT,17.0,1.0,16.0
2018,Australian Grand Prix,LEC,19.0,90.386,SUPERSOFT,18.0,1.0,16.0
2018,Australian Grand Prix,LEC,21.0,94.359,SOFT,1.0,2.0,17.0
2018,Australian Grand Prix,LEC,22.0,93.591,SOFT,2.0,2.0,16.0
2018,Australian Grand Prix,LEC,23.0,89.968,SOFT,3.0,2.0,15.0
2018,Australian Grand Prix,LEC,24.0,89.323,SOFT,4.0,2.0,15.0
2018,Australian Grand Prix,LEC,29.0,95.511,ULTRASOFT,2.0,3.0,14.0
2018,Australian Grand Prix,LEC,30.0,92.591,ULTRASOFT,3.0,3.0,14.0
2018,Australian Grand Prix,LEC,32.0,92.471,ULTRASOFT,5.0,3.0,13.0
2018,Australian Grand Prix,LEC,33.0,90.999,ULTRASOFT,6.0,3.0,13.0
2018,Australian Grand Prix,LEC,34.0,90.101,ULTRASOFT,7.0,3.0,13.0
2018,Australian Grand Prix,LEC,35.0,89.902,ULTRASOFT,8.0,3.0,13.0
2018,Australian Grand Prix,LEC,36.0,89.899,ULTRASOFT,9.0,3.0,13.0
2018,Australian Grand Prix,LEC,37.0,89.947,ULTRASOFT,10.0,3.0,13.0
2018,Australian Grand Prix,LEC,38.0,89.508,ULTRASOFT,11.0,3.0,13.0
2018,Australian Grand Prix,LEC,39.0,89.481,ULTRASOFT,12.0,3.0,13.0
2018,Australian Grand Prix,LEC,40.0,90.176,ULTRASOFT,13.0,3.0,13.0
2018,Australian Grand Prix,LEC,41.0,90.081,ULTRASOFT,14.0,3.0,13.0
2018,Australian Grand Prix,LEC,42.0,89.411,ULTRASOFT,15.0,3.0,13.0
2018,Australian Grand Prix,LEC,43.0,89.293,ULTRASOFT,16.0,3.0,13.0
2018,Australian Grand Prix,LEC,44.0,89.575,ULTRASOFT,17.0,3.0,13.0
2018,Australian Grand Prix,LEC,45.0,89.687,ULTRASOFT,18.0,3.0,13.0
2018,Australian Grand Prix,LEC,46.0,89.72,ULTRASOFT,19.0,3.0,13.0
2018,Australian Grand Prix,LEC,47.0,89.168,ULTRASOFT,20.0,3.0,13.0
2018,Australian Grand Prix,LEC,48.0,88.971,ULTRASOFT,21.0,3.0,13.0
2018,Australian Grand Prix,LEC,49.0,89.841,ULTRASOFT,22.0,3.0,13.0
2018,Australian Grand Prix,LEC,50.0,89.907,ULTRASOFT,23.0,3.0,13.0
2018,Australian Grand Prix,LEC,51.0,89.155,ULTRASOFT,24.0,3.0,13.0
2018,Australian Grand Prix,LEC,52.0,89.324,ULTRASOFT,25.0,3.0,13.0
2018,Australian Grand Prix,LEC,53.0,89.607,ULTRASOFT,26.0,3.0,13.0
2018,Australian Grand Prix,LEC,54.0,88.985,ULTRASOFT,27.0,3.0,13.0
2018,Australian Grand Prix,LEC,55.0,89.003,ULTRASOFT,28.0,3.0,13.0
2018,Australian Grand Prix,LEC,56.0,88.759,ULTRASOFT,29.0,3.0,13.0
2018,Australian Grand Prix,LEC,57.0,89.001,ULTRASOFT,30.0,3.0,13.0
2018,Australian Grand Prix,LEC,58.0,89.944,ULTRASOFT,31.0,3.0,13.0
2018,Australian Grand Prix,STR,2.0,93.137,SUPERSOFT,1.0,1.0,14.0
2018,Australian Grand Prix,STR,3.0,92.654,SUPERSOFT,2.0,1.0,14.0
2018,Australian Grand Prix,STR,4.0,92.962,SUPERSOFT,3.0,1.0,15.0
2018,Australian Grand Prix,STR,5.0,92.273,SUPERSOFT,4.0,1.0,15.0
2018,Australian Grand Prix,STR,6.0,92.517,SUPERSOFT,5.0,1.0,15.0
2018,Australian Grand Prix,STR,7.0,91.978,SUPERSOFT,6.0,1.0,15.0
2018,Australian Grand Prix,STR,8.0,91.658,SUPERSOFT,7.0,1.0,15.0
2018,Australian Grand Prix,STR,9.0,91.402,SUPERSOFT,8.0,1.0,15.0
2018,Australian Grand Prix,STR,10.0,91.088,SUPERSOFT,9.0,1.0,15.0
2018,Australian Grand Prix,STR,11.0,91.119,SUPERSOFT,10.0,1.0,15.0
2018,Australian Grand Prix,STR,12.0,91.798,SUPERSOFT,11.0,1.0,15.0
2018,Australian Grand Prix,STR,13.0,90.928,SUPERSOFT,12.0,1.0,15.0
2018,Australian Grand Prix,STR,14.0,90.834,SUPERSOFT,13.0,1.0,15.0
2018,Australian Grand Prix,STR,15.0,91.321,SUPERSOFT,14.0,1.0,15.0
2018,Australian Grand Prix,STR,16.0,91.349,SUPERSOFT,15.0,1.0,15.0
2018,Australian Grand Prix,STR,17.0,91.73,SUPERSOFT,16.0,1.0,15.0
2018,Australian Grand Prix,STR,18.0,91.254,SUPERSOFT,17.0,1.0,15.0
2018,Australian Grand Prix,STR,19.0,90.827,SUPERSOFT,18.0,1.0,15.0
2018,Australian Grand Prix,STR,20.0,91.01,SUPERSOFT,19.0,1.0,15.0
2018,Australian Grand Prix,STR,21.0,90.987,SUPERSOFT,20.0,1.0,15.0
2018,Australian Grand Prix,STR,22.0,91.016,SUPERSOFT,21.0,1.0,14.0
2018,Australian Grand Prix,STR,23.0,90.969,SUPERSOFT,22.0,1.0,12.0
2018,Australian Grand Prix,STR,24.0,90.955,SUPERSOFT,23.0,1.0,11.0
2018,Australian Grand Prix,STR,30.0,97.353,ULTRASOFT,1.0,3.0,13.0
2018,Australian Grand Prix,STR,32.0,93.234,ULTRASOFT,3.0,3.0,14.0
2018,Australian Grand Prix,STR,33.0,90.979,ULTRASOFT,4.0,3.0,14.0
2018,Australian Grand Prix,STR,34.0,90.407,ULTRASOFT,5.0,3.0,14.0
2018,Australian Grand Prix,STR,35.0,90.01,ULTRASOFT,6.0,3.0,14.0
2018,Australian Grand Prix,STR,36.0,89.699,ULTRASOFT,7.0,3.0,14.0
2018,Australian Grand Prix,STR,37.0,90.141,ULTRASOFT,8.0,3.0,14.0
2018,Australian Grand Prix,STR,38.0,90.2,ULTRASOFT,9.0,3.0,14.0
2018,Australian Grand Prix,STR,39.0,90.841,ULTRASOFT,10.0,3.0,14.0
2018,Australian Grand Prix,STR,40.0,90.418,ULTRASOFT,11.0,3.0,14.0
2018,Australian Grand Prix,STR,41.0,89.756,ULTRASOFT,12.0,3.0,14.0
2018,Australian Grand Prix,STR,42.0,89.498,ULTRASOFT,13.0,3.0,14.0
2018,Australian Grand Prix,STR,43.0,89.285,ULTRASOFT,14.0,3.0,14.0
2018,Australian Grand Prix,STR,44.0,89.556,ULTRASOFT,15.0,3.0,14.0
2018,Australian Grand Prix,STR,45.0,89.674,ULTRASOFT,16.0,3.0,14.0
2018,Australian Grand Prix,STR,46.0,89.303,ULTRASOFT,17.0,3.0,14.0
2018,Australian Grand Prix,STR,47.0,89.115,ULTRASOFT,18.0,3.0,14.0
2018,Australian Grand Prix,STR,48.0,88.858,ULTRASOFT,19.0,3.0,14.0
2018,Australian Grand Prix,STR,49.0,88.674,ULTRASOFT,20.0,3.0,14.0
2018,Australian Grand Prix,STR,50.0,89.299,ULTRASOFT,21.0,3.0,14.0
2018,Australian Grand Prix,STR,51.0,89.231,ULTRASOFT,22.0,3.0,14.0
2018,Australian Grand Prix,STR,52.0,89.41,ULTRASOFT,23.0,3.0,14.0
2018,Australian Grand Prix,STR,53.0,90.935,ULTRASOFT,24.0,3.0,14.0
2018,Australian Grand Prix,STR,54.0,88.971,ULTRASOFT,25.0,3.0,14.0
2018,Australian Grand Prix,STR,55.0,88.511,ULTRASOFT,26.0,3.0,14.0
2018,Australian Grand Prix,STR,56.0,88.689,ULTRASOFT,27.0,3.0,14.0
2018,Australian Grand Prix,STR,57.0,88.638,ULTRASOFT,28.0,3.0,14.0
2018,Australian Grand Prix,STR,58.0,91.291,ULTRASOFT,29.0,3.0,14.0
2018,Australian Grand Prix,VAN,2.0,92.173,ULTRASOFT,1.0,1.0,11.0
2018,Australian Grand Prix,VAN,3.0,91.56,ULTRASOFT,2.0,1.0,11.0
2018,Australian Grand Prix,VAN,4.0,90.857,ULTRASOFT,3.0,1.0,11.0
2018,Australian Grand Prix,VAN,5.0,91.471,ULTRASOFT,4.0,1.0,11.0
2018,Australian Grand Prix,VAN,6.0,91.963,ULTRASOFT,5.0,1.0,11.0
2018,Australian Grand Prix,VAN,7.0,91.602,ULTRASOFT,6.0,1.0,11.0
2018,Australian Grand Prix,VAN,8.0,91.048,ULTRASOFT,7.0,1.0,11.0
2018,Australian Grand Prix,VAN,9.0,90.948,ULTRASOFT,8.0,1.0,11.0
2018,Australian Grand Prix,VAN,10.0,90.591,ULTRASOFT,9.0,1.0,11.0
2018,Australian Grand Prix,VAN,11.0,90.644,ULTRASOFT,10.0,1.0,11.0
2018,Australian Grand Prix,VAN,12.0,90.807,ULTRASOFT,11.0,1.0,11.0
2018,Australian Grand Prix,VAN,13.0,90.506,ULTRASOFT,12.0,1.0,11.0
2018,Australian Grand Prix,VAN,14.0,90.308,ULTRASOFT,13.0,1.0,11.0
2018,Australian Grand Prix,VAN,15.0,90.557,ULTRASOFT,14.0,1.0,11.0
2018,Australian Grand Prix,VAN,16.0,90.063,ULTRASOFT,15.0,1.0,11.0
2018,Australian Grand Prix,VAN,17.0,90.462,ULTRASOFT,16.0,1.0,11.0
2018,Australian Grand Prix,VAN,18.0,90.176,ULTRASOFT,17.0,1.0,11.0
2018,Australian Grand Prix,VAN,19.0,89.922,ULTRASOFT,18.0,1.0,11.0
2018,Australian Grand Prix,VAN,20.0,89.89,ULTRASOFT,19.0,1.0,11.0
2018,Australian Grand Prix,VAN,21.0,90.439,ULTRASOFT,20.0,1.0,10.0
2018,Australian Grand Prix,VAN,22.0,91.943,ULTRASOFT,21.0,1.0,8.0
2018,Australian Grand Prix,VAN,23.0,89.811,ULTRASOFT,22.0,1.0,8.0
2018,Australian Grand Prix,VAN,24.0,90.471,ULTRASOFT,23.0,1.0,6.0
2018,Australian Grand Prix,VAN,32.0,91.149,SUPERSOFT,7.0,2.0,8.0
2018,Australian Grand Prix,VAN,33.0,89.575,SUPERSOFT,8.0,2.0,8.0
2018,Australian Grand Prix,VAN,34.0,89.462,SUPERSOFT,9.0,2.0,8.0
2018,Australian Grand Prix,VAN,35.0,90.065,SUPERSOFT,10.0,2.0,9.0
2018,Australian Grand Prix,VAN,36.0,88.532,SUPERSOFT,11.0,2.0,9.0
2018,Australian Grand Prix,VAN,37.0,88.848,SUPERSOFT,12.0,2.0,9.0
2018,Australian Grand Prix,VAN,38.0,88.474,SUPERSOFT,13.0,2.0,9.0
2018,Australian Grand Prix,VAN,39.0,88.257,SUPERSOFT,14.0,2.0,9.0
2018,Australian Grand Prix,VAN,40.0,88.355,SUPERSOFT,15.0,2.0,9.0
2018,Australian Grand Prix,VAN,41.0,87.989,SUPERSOFT,16.0,2.0,9.0
2018,Australian Grand Prix,VAN,42.0,87.838,SUPERSOFT,17.0,2.0,9.0
2018,Australian Grand Prix,VAN,43.0,88.114,SUPERSOFT,18.0,2.0,9.0
2018,Australian Grand Prix,VAN,44.0,88.038,SUPERSOFT,19.0,2.0,9.0
2018,Australian Grand Prix,VAN,45.0,88.404,SUPERSOFT,20.0,2.0,9.0
2018,Australian Grand Prix,VAN,46.0,87.888,SUPERSOFT,21.0,2.0,9.0
2018,Australian Grand Prix,VAN,47.0,87.961,SUPERSOFT,22.0,2.0,9.0
2018,Australian Grand Prix,VAN,48.0,87.778,SUPERSOFT,23.0,2.0,9.0
2018,Australian Grand Prix,VAN,49.0,88.22,SUPERSOFT,24.0,2.0,9.0
2018,Australian Grand Prix,VAN,50.0,87.979,SUPERSOFT,25.0,2.0,9.0
2018,Australian Grand Prix,VAN,51.0,88.126,SUPERSOFT,26.0,2.0,9.0
2018,Australian Grand Prix,VAN,52.0,88.11,SUPERSOFT,27.0,2.0,9.0
2018,Australian Grand Prix,VAN,53.0,87.71,SUPERSOFT,28.0,2.0,9.0
2018,Australian Grand Prix,VAN,54.0,87.22,SUPERSOFT,29.0,2.0,9.0
2018,Australian Grand Prix,VAN,55.0,87.381,SUPERSOFT,30.0,2.0,9.0
2018,Australian Grand Prix,VAN,56.0,87.091,SUPERSOFT,31.0,2.0,9.0
2018,Australian Grand Prix,VAN,57.0,86.958,SUPERSOFT,32.0,2.0,9.0
2018,Australian Grand Prix,VAN,58.0,87.676,SUPERSOFT,33.0,2.0,9.0
2018,Australian Grand Prix,MAG,1.0,97.107,nan,,,4.0
2018,Australian Grand Prix,MAG,2.0,90.83,ULTRASOFT,4.0,1.0,4.0
2018,Australian Grand Prix,MAG,3.0,91.235,ULTRASOFT,5.0,1.0,4.0
2018,Australian Grand Prix,MAG,4.0,90.547,ULTRASOFT,6.0,1.0,4.0
2018,Australian Grand Prix,MAG,5.0,90.518,ULTRASOFT,7.0,1.0,4.0
2018,Australian Grand Prix,MAG,6.0,90.984,ULTRASOFT,8.0,1.0,4.0
2018,Australian Grand Prix,MAG,7.0,90.577,ULTRASOFT,9.0,1.0,4.0
2018,Australian Grand Prix,MAG,8.0,90.252,ULTRASOFT,10.0,1.0,4.0
2018,Australian Grand Prix,MAG,9.0,90.445,ULTRASOFT,11.0,1.0,4.0
2018,Australian Grand Prix,MAG,10.0,90.61,ULTRASOFT,12.0,1.0,4.0
2018,Australian Grand Prix,MAG,11.0,90.5,ULTRASOFT,13.0,1.0,4.0
2018,Australian Grand Prix,MAG,12.0,90.05,ULTRASOFT,14.0,1.0,4.0
2018,Australian Grand Prix,MAG,13.0,90.115,ULTRASOFT,15.0,1.0,4.0
2018,Australian Grand Prix,MAG,14.0,90.118,ULTRASOFT,16.0,1.0,4.0
2018,Australian Grand Prix,MAG,15.0,90.104,ULTRASOFT,17.0,1.0,4.0
2018,Australian Grand Prix,MAG,16.0,89.852,ULTRASOFT,18.0,1.0,4.0
2018,Australian Grand Prix,MAG,17.0,90.446,ULTRASOFT,19.0,1.0,4.0
2018,Australian Grand Prix,MAG,18.0,90.042,ULTRASOFT,20.0,1.0,4.0
2018,Australian Grand Prix,MAG,19.0,90.391,ULTRASOFT,21.0,1.0,4.0
2018,Australian Grand Prix,MAG,20.0,89.82,ULTRASOFT,22.0,1.0,4.0
2018,Australian Grand Prix,MAG,21.0,89.534,ULTRASOFT,23.0,1.0,4.0
2018,Australian Grand Prix,HUL,2.0,91.31,ULTRASOFT,4.0,1.0,7.0
2018,Australian Grand Prix,HUL,3.0,91.081,ULTRASOFT,5.0,1.0,7.0
2018,Australian Grand Prix,HUL,4.0,90.847,ULTRASOFT,6.0,1.0,7.0
2018,Australian Grand Prix,HUL,5.0,92.858,ULTRASOFT,7.0,1.0,8.0
2018,Australian Grand Prix,HUL,6.0,91.321,ULTRASOFT,8.0,1.0,8.0
2018,Australian Grand Prix,HUL,7.0,90.514,ULTRASOFT,9.0,1.0,8.0
2018,Australian Grand Prix,HUL,8.0,90.369,ULTRASOFT,10.0,1.0,8.0
2018,Australian Grand Prix,HUL,9.0,89.97,ULTRASOFT,11.0,1.0,8.0
2018,Australian Grand Prix,HUL,10.0,90.769,ULTRASOFT,12.0,1.0,7.0
2018,Australian Grand Prix,HUL,11.0,89.947,ULTRASOFT,13.0,1.0,7.0
2018,Australian Grand Prix,HUL,12.0,90.073,ULTRASOFT,14.0,1.0,7.0
2018,Australian Grand Prix,HUL,13.0,90.126,ULTRASOFT,15.0,1.0,7.0
2018,Australian Grand Prix,HUL,14.0,89.846,ULTRASOFT,16.0,1.0,7.0
2018,Australian Grand Prix,HUL,15.0,90.49,ULTRASOFT,17.0,1.0,7.0
2018,Australian Grand Prix,HUL,16.0,89.961,ULTRASOFT,18.0,1.0,7.0
2018,Australian Grand Prix,HUL,17.0,90.092,ULTRASOFT,19.0,1.0,7.0
2018,Australian Grand Prix,HUL,18.0,89.924,ULTRASOFT,20.0,1.0,7.0
2018,Australian Grand Prix,HUL,19.0,90.007,ULTRASOFT,21.0,1.0,7.0
2018,Australian Grand Prix,HUL,20.0,89.802,ULTRASOFT,22.0,1.0,7.0
2018,Australian Grand Prix,HUL,21.0,89.833,ULTRASOFT,23.0,1.0,7.0
2018,Australian Grand Prix,HUL,22.0,90.066,ULTRASOFT,24.0,1.0,6.0
2018,Australian Grand Prix,HUL,23.0,89.799,ULTRASOFT,25.0,1.0,6.0
2018,Australian Grand Prix,HUL,32.0,91.013,SOFT,8.0,2.0,7.0
2018,Australian Grand Prix,HUL,33.0,89.359,SOFT,9.0,2.0,7.0
2018,Australian Grand Prix,HUL,34.0,89.151,SOFT,10.0,2.0,7.0
